ViewAuditOccupationSkills List - Total Count: 4690

OccupationName,SkillsName
"Coordenador Farmácia","FARMACOLOGIA"
"Coordenador Farmácia","CONTROLE DE INFECÇÃO HOSPITALAR"
"Coordenador Farmácia","FARMACOTÉCNICA"
"Coordenador Nutrição","CONHECIMENTO DO NEGÓCIO"
"Coordenador Nutrição","CÓDIGO DE ÉTICA DA PROFISSÃO"
"Coordenador Nutrição","AVALIAÇÃO NUTRICIONAL "
"Coordenador Nutrição","DIETOTERAPIAS"
"Coordenador Nutrição","POLÍTICAS, NORMAS E LEGISLAÇÕES DE SERVIÇOS DE NUTRIÇÃO E DIETÉTICA"
"Coordenador Administrativo Hospitalar","CONHECIMENTO DO NEGÓCIO"
"Coordenador Administrativo Hospitalar","GERENCIAMENTO DE PROJETOS"
"Coordenador Administrativo Hospitalar","EQUIPAMENTOS E ROTINAS DO CDI"
"Coordenador Administrativo Hospitalar","POLÍTICAS, PROTOCOLOS E ROTINAS ADMINISTRATIVAS"
"Coordenador PAs e SOS","CONHECIMENTO DO NEGÓCIO"
"Coordenador PAs e SOS","SISTEMA OPERACIONAL DA ÁREA"
"Coordenador PAs e SOS","UTILIZAÇÃO DE EQUIPAMENTOS MÉDICO/CIRÚRGICOS"
"Coordenador PAs e SOS","COBERTURAS CONTRATUAIS DOS PLANOS UNIMED E DEMAIS PLANOS ATENDIDOS"
"Coordenador PAs e SOS","INFORMÁTICA (WORD, EXCEL, POWERPOINT, INTERNET)"
"Coordenador PAs e SOS","POLÍTICAS E PRÁTICAS DA ORGANIZAÇÃO"
"Coordenador PAs e SOS","PROTOCOLOS E ROTINAS DA ÁREA"
"Coordenador PAs e SOS","CÓDIGO DE ÉTICA COREN"
"Coordenador Gestão Relações com Beneficiários","CONHECIMENTO DO NEGÓCIO"
"Coordenador Gestão Relações com Beneficiários","PRODUTOS UNIMED"
"Coordenador Gestão Relações com Beneficiários","NEGOCIAÇÃO"
"Coordenador Gestão Relações com Beneficiários","ESTRUTURA E FUNCIONAMENTO DAS DIFERENTES ÁREAS"
"Coordenador Gestão Relações com Beneficiários","LEGISLAÇÃO DOS PLANOS DE SAÚDE"
"Coordenador Back Office Comercial","CONHECIMENTO DO NEGÓCIO"
"Coordenador Back Office Comercial","ESTRUTURA E FUNCIONAMENTO DAS DIFERENTES ÁREAS"
"Coordenador Back Office Comercial","CONHECIMENTO PROFUNDO DOS PLANOS DE SAÚDE UNIMED (ANTIGOS E NOVOS)"
"Coordenador Back Office Comercial","LEGISLAÇÃO DOS PLANOS DE SAÚDE"
"Coordenador Back Office Comercial","DOMÍNIO DOS CONTRATOS E PROPOSTAS DOS PRODUTOS UNIMED"
"Coordenador Back Office Comercial","NORMAS E REGULAMENTOS DA ÁREA DE VENDAS"
"Coordenador Vendas Personal","CONHECIMENTO DO NEGÓCIO"
"Coordenador Vendas Personal","ESTRUTURA E FUNCIONAMENTO DAS DIFERENTES ÁREAS"
"Coordenador Vendas Personal","CONHECIMENTO PROFUNDO DOS PLANOS DE SAÚDE UNIMED (ANTIGOS E NOVOS)"
"Coordenador Vendas Personal","LEGISLAÇÃO DE PLANOS DE SAÚDE"
"Coordenador Vendas Personal","CONTRATOS/PRODUTOS DA COOPERATIVA"
"Coordenador Vendas Personal","NORMAS E REGULAMENTOS DA ÁREA DE VENDAS"
"Coordenador Vendas Personal","NEGOCIAÇÃO E MERCADO"
"Coordenador Vendas Personal","CONHECIMENTO DE MERCADO"
"Coordenador Gestão de Equipamentos Médico-Hospitalares","CONHECIMENTO DO NEGÓCIO"
"Coordenador Central de Material Esterilizado","CONHECIMENTO DO NEGÓCIO"
"Coordenador Central de Material Esterilizado","CÓDIGO DE ÉTICA COREN"
"Coordenador Central de Material Esterilizado","EQUIPAMENTOS E MATERIAIS MÉDICOS E HOSPITALARES"
"Coordenador Central de Material Esterilizado","POLÍTICAS, PROTOCOLOS E ROTINAS ADMINISTRATIVAS"
"Coordenador Central de Material Esterilizado","ROTINAS DE ENFERMAGEM E DE BLOCO CIRÚRGICO"
"Coordenador Central de Material Esterilizado","POLÍTICAS, PROTOCOLOS E ROTINAS ADMINISTRATIVAS ESPECÍFICAS DO CME"
"Coordenador Central de Material Esterilizado","EQUIPAMENTOS DA UNIDADE DE CME"
"Coordenador Auditoria Interna","TOMADA DE DECISÃO/AUTONOMIA"
"Coordenador Auditoria Interna","SENSO CRÍTICO"
"Coordenador Auditoria Interna","NEGOCIAÇÃO"
"Coordenador Auditoria Interna","ESTATÍSTICA"
"Coordenador Auditoria Interna","PLANEJAMENTO ESTRATÉGICO"
"Coordenador Auditoria Interna","NORMAS DE AUDITORIA INTERNA"
"Coordenador Auditoria Interna","GOVERNANÇA E RISCOS"
"Coordenador Auditoria Interna","METODOLOGIA DE MODELAGEM DE DADOS, DOCUMENTAÇÃO E PROCESSOS CONFORME METODOLOGIA DA EMPRESA"
"Monitor Gestão Operações de Mercado","RELACIONAMENTO INTERPESSOAL"
"Monitor Gestão Operações de Mercado","GESTÃO DE PESSOAS"
"Monitor Gestão Operações de Mercado","CONHECIMENTO DO NEGÓCIO"
"Monitor Gestão Operações de Mercado","DOMÍNIO DOS CONTRATOS DE PLANOS DE SAÚDE"
"Monitor Gestão Operações de Mercado","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Gestão de Serviços","TOMADA DE DECISÃO/AUTONOMIA"
"Monitor Gestão de Serviços","LIDERANÇA E CAPACIDADE DE INCENTIVAR"
"Monitor Gestão de Serviços","CONHECIMENTO DO NEGÓCIO"
"Monitor Gestão de Serviços","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Gestão de Serviços","NOÇÕES DE CUSTOS E ESTATÍSTICA"
"Monitor Gestão de Serviços","MATERIAIS, MEDICAMENTOS E EQUIPAMENTOS"
"Monitor Financeiro Negociações com Clientes","TRABALHO EM EQUIPE"
"Monitor Financeiro Negociações com Clientes","RELACIONAMENTO INTERPESSOAL"
"Monitor Financeiro Negociações com Clientes","CONHECIMENTO DO NEGÓCIO"
"Monitor Financeiro Negociações com Clientes","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Financeiro Negociações com Clientes","CÁLCULOS BÁSICOS"
"Monitor Financeiro Negociações com Clientes","ESTRUTURA E FUNCIONAMENTO DA UNIMED"
"Monitor Financeiro Negociações com Clientes","CONHECIMENTO DOS PLANOS DE SAÚDE (ANTIGOS E NOVOS)"
"Monitor Laboratório","FOCO NO CLIENTE"
"Monitor Laboratório","DINAMISMO / AGILIDADE"
"Monitor Laboratório","EXAMES E CARACTERÍSTICAS (NOÇÕES BÁSICAS) "
"Monitor Laboratório","CONHECIMENTO DO NEGÓCIO"
"Monitor Laboratório","TABELAS DE REFERÊNCIA PARA PAGAMENTO DE HONORÁRIO MÉDICO (AMB, BRASÍNDICE, TUSS, CBHPM, TNUMM)"
"Monitor Laboratório","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Compras","RELACIONAMENTO INTERPESSOAL"
"Monitor Compras","PROATIVIDADE"
"Monitor Compras","CONHECIMENTO DO NEGÓCIO"
"Monitor Compras","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Compras","MATEMÁTICA FINANCEIRA"
"Monitor Compras","TÉCNICAS DE NEGOCIAÇÃO"
"Monitor Contas","RELACIONAMENTO INTERPESSOAL"
"Monitor Contas","TRABALHO EM EQUIPE"
"Monitor Contas","CONHECIMENTO DO NEGÓCIO"
"Monitor Contas","MEDICAMENTOS E SUAS APLICAÇÕES"
"Monitor Contas","TABELAS DE REFERÊNCIA PARA PAGAMENTO DE HONORÁRIO MÉDICO (AMB, BRASÍNDICE, TUSS, CBHPM, TNUMM)"
"Monitor Contas","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Contas","ROTINAS HOSPITALARES E NORMAS DE INTERCÂMBIO"
"Monitor Contas","ROTINAS DE OUTRAS UNIMEDS"
"Monitor Contas","EQUIPAMENTOS E MATERIAIS MÉDICOS E HOSPITALARES"
"Monitor Controladoria","RELACIONAMENTO INTERPESSOAL"
"Monitor Controladoria","TRABALHO EM EQUIPE"
"Monitor Controladoria","CONHECIMENTO DO NEGÓCIO"
"Monitor Controladoria","INFORMÁTICA"
"Monitor Controladoria","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Controladoria","DEMONSTRATIVOS CONTÁBEIS DOS MÓDULOS: CONTAS A RECEBER, CONTAS A PAGAR, PATRIMÔNIO, CAIXA E BANCOS, RH PLUS"
"Monitor Controladoria","CONCILIAÇÕES BANCÁRIAS"
"Monitor Controladoria","CONHECIMENTO LANÇAMENTOS CONTÁBEIS"
"Monitor Autorizações e Escritórios Regionais","NEGOCIAÇÃO"
"Monitor Autorizações e Escritórios Regionais","PLANEJAMENTO"
"Monitor Autorizações e Escritórios Regionais","CONHECIMENTO DO NEGÓCIO"
"Monitor Autorizações e Escritórios Regionais","NORMAS TÉCNICAS E MANUAL DE INTERCÂMBIO"
"Monitor Autorizações e Escritórios Regionais","RESOLUÇÕES E NORMAS DA ANS"
"Monitor Autorizações e Escritórios Regionais","TABELA CBHPM"
"Monitor Autorizações e Escritórios Regionais","CONHECIMENTO PROFUNDO DOS PLANOS DE SAÚDE UNIMED (ANTIGOS E NOVOS)"
"Monitor Enfermagem","ORGANIZAÇÃO"
"Monitor Enfermagem","CAPACIDADE DE TOMADA DE DECISÃO"
"Monitor Enfermagem","CONHECIMENTO DO NEGÓCIO"
"Monitor Enfermagem","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Enfermagem","UTILIZAÇÃO DE EQUIPAMENTOS MÉDICO/CIRÚRGICOS"
"Monitor Enfermagem","FISIOPATOLOGIA E FARMACOLOGIA"
"Monitor Enfermagem","PROCEDIMENTOS DE CONTAS E CUSTOS HOSPITALARES"
"Monitor Enfermagem","ROTINAS DE ENFERMAGEM E DE BLOCO CIRÚRGICO"
"Monitor Enfermagem","CÓDIGO DE ÉTICA COREN"
"Monitor Farmacêutico Comercial","NEGOCIAÇÃO"
"Monitor Farmacêutico Comercial","TRABALHO EM EQUIPE"
"Monitor Farmacêutico Comercial","CONHECIMENTO DO NEGÓCIO"
"Monitor Farmacêutico Comercial","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Farmacêutico Comercial","FARMACOLOGIA"
"Monitor Farmacêutico Comercial","GESTÃO DE CUSTOS"
"Monitor Farmacêutico Comercial","LEGISLAÇÃO E VIGÊNCIA DA ANS"
"Monitor Farmacêutico Comercial","FARMACOVIGILÂNCIA"
"Monitor Espaço Médico","ESPÍRITO DE EQUIPE"
"Monitor Espaço Médico","PLANEJAMENTO"
"Monitor Espaço Médico","CONHECIMENTO DO NEGÓCIO"
"Monitor Espaço Médico","NOÇÕES DE CUSTOS E ESTATÍSTICA"
"Monitor Espaço Médico","CONHECIMENTO DE SOFTWARES LIGADOS À ESTATÍSTICA"
"Monitor Espaço Médico","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Gestão Faturamento","RELACIONAMENTO INTERPESSOAL"
"Monitor Gestão Faturamento","GESTÃO DE PESSOAS"
"Monitor Gestão Faturamento","CONHECIMENTO DO NEGÓCIO"
"Monitor Gestão Faturamento","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Gestão Faturamento","CÁLCULOS BÁSICOS"
"Monitor Operacional Saúde Ocupacional","CAPACIDADE DE TOMADA DE DECISÃO"
"Monitor Operacional Saúde Ocupacional","CAPACIDADE DE REALIZAÇÃO"
"Monitor Operacional Saúde Ocupacional","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Operacional Saúde Ocupacional","INFORMÁTICA"
"Monitor Operacional Saúde Ocupacional","LEGISLAÇÃO DE MEDICINA E SEGURANÇA DO TRABALHO"
"Monitor Operacional Saúde Ocupacional","GESTÃO PELA QUALIDADE"
"Monitor Medicina Preventiva","RELACIONAMENTO INTERPESSOAL"
"Monitor Medicina Preventiva","PLANEJAMENTO"
"Monitor Medicina Preventiva","CONHECIMENTO DO NEGÓCIO"
"Monitor Medicina Preventiva","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Medicina Preventiva","GERENCIAMENTO DE PROJETOS"
"Monitor Medicina Preventiva","INFORMÁTICA"
"Monitor Centro Diagnóstico por Imagem","PROATIVIDADE"
"Monitor Centro Diagnóstico por Imagem","AGILIDADE/SOLICITUDE"
"Monitor Centro Diagnóstico por Imagem","EXAMES E CARACTERÍSTICAS (NOÇÕES BÁSICAS) "
"Monitor Centro Diagnóstico por Imagem","CONHECIMENTO DO NEGÓCIO"
"Monitor Centro Diagnóstico por Imagem","TABELAS DE REFERÊNCIA PARA PAGAMENTO DE HONORÁRIO MÉDICO (AMB, BRASÍNDICE, TUSS, CBHPM, TNUMM)"
"Monitor Centro Diagnóstico por Imagem","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Fisioterapia","COMUNICAÇÃO"
"Monitor Fisioterapia","LIDERANÇA E CAPACIDADE DE INCENTIVAR"
"Monitor Fisioterapia","CONHECIMENTO DO NEGÓCIO"
"Monitor Fisioterapia","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Fisioterapia","CÓDIGO DE ÉTICA DO CREFITO"
"Monitor Fisioterapia","ROTINAS DE FISIOTERAPIA"
"Monitor Relacionamento PME","NEGOCIAÇÃO"
"Monitor Relacionamento PME","PLANEJAMENTO"
"Monitor Relacionamento PME","CONHECIMENTO DO NEGÓCIO"
"Monitor Relacionamento PME","PRODUTOS UNIMED"
"Monitor Relacionamento PME","LEGISLAÇÃO DE PLANOS MÉDICOS"
"Monitor Relacionamento PME","ANÁLISE DE CUSTOS ASSISTENCIAIS MÉDICOS         "
"Monitor Relacionamento PME","SISTEMAS OPERACIONAIS DA ÁREA"
"Monitor Financeiro","VISÃO SISTÊMICA (ENTENDIMENTO DA ORGANIZAÇÃO)"
"Monitor Financeiro","RELACIONAMENTO INTERPESSOAL"
"Monitor Financeiro","CONHECIMENTO DO NEGÓCIO"
"Monitor Financeiro","GESTÃO PELA QUALIDADE"
"Monitor Financeiro","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Financeiro","CÁLCULOS BÁSICOS"
"Monitor Financeiro","ESTRUTURA E FUNCIONAMENTO DA UNIMED"
"Monitor Nutrição","TOMADA DE DECISÃO/AUTONOMIA"
"Monitor Nutrição","GESTÃO DE PESSOAS"
"Monitor Nutrição","CONHECIMENTO DO NEGÓCIO"
"Monitor Nutrição","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Nutrição","POLÍTICAS, NORMAS E LEGISLAÇÕES DE SERVIÇOS DE NUTRIÇÃO E DIETÉTICA"
"Monitor Nutrição","NUTRIÇÃO CLÍNICA"
"Monitor Nutrição","PRODUÇÃO DE ALIMENTOS"
"Monitor Administrativo - Laboratório","FOCO NO CLIENTE"
"Monitor Administrativo - Laboratório","DINAMISMO / AGILIDADE"
"Monitor Administrativo - Laboratório","EXAMES E CARACTERÍSTICAS (NOÇÕES BÁSICAS) "
"Monitor Administrativo - Laboratório","CONHECIMENTO DO NEGÓCIO"
"Monitor Administrativo - Laboratório","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Administrativo - Laboratório","INFORMÁTICA"
"Monitor Administrativo - Laboratório","CÁLCULOS BÁSICOS"
"Monitor Administrativo - Laboratório","NOÇÕES DE CUSTOS E ESTATÍSTICA"
"Monitor Administrativo - Laboratório","TÉCNICAS DE NEGOCIAÇÃO"
"Monitor Gestão Atendimento Hospitalar","COMUNICAÇÃO"
"Monitor Gestão Atendimento Hospitalar","TOMADA DE DECISÃO/AUTONOMIA"
"Monitor Gestão Atendimento Hospitalar","CONHECIMENTO DO NEGÓCIO"
"Monitor Gestão Atendimento Hospitalar","SISTEMAS OPERACIONAIS DA ÁREA"
"Monitor Gestão Atendimento Hospitalar","GESTÃO PELA QUALIDADE"
"Monitor Gestão Atendimento Hospitalar","INFORMÁTICA (WORD, EXCEL, POWERPOINT, INTERNET)"
"Monitor Gestão Atendimento Hospitalar","COBERTURAS CONTRATUAIS DOS PLANOS UNIMED E DEMAIS PLANOS ATENDIDOS"
"Monitor Gestão Atendimento Hospitalar","PROTOCOLOS E ROTINAS DA ÁREA"
"Monitor Gestão de Auditoria","NEGOCIAÇÃO"
"Monitor Gestão de Auditoria","PLANEJAMENTO"
"Monitor Gestão de Auditoria","CONHECIMENTO DO NEGÓCIO"
"Monitor Gestão de Auditoria","NORMAS TÉCNICAS E MANUAL DE INTERCÂMBIO"
"Monitor Gestão de Auditoria","RESOLUÇÕES E NORMAS DA ANS"
"Monitor Gestão de Auditoria","TABELA CBHPM"
"Monitor Gestão de Auditoria","CONHECIMENTO PROFUNDO DOS PLANOS DE SAÚDE UNIMED (ANTIGOS E NOVOS)"
"Supervisor Administrativo","COMUNICAÇÃO"
"Supervisor Administrativo","TOMADA DE DECISÃO/AUTONOMIA"
"Supervisor Administrativo","CONHECIMENTO DO NEGÓCIO"
"Supervisor Administrativo","SISTEMAS OPERACIONAIS DA ÁREA"
"Supervisor Administrativo","NORMAS TÉCNICAS"
"Supervisor Administrativo","UTILIZAÇÃO DE EQUIPAMENTOS MÉDICO/CIRÚRGICOS"
"Supervisor Administrativo","CÓDIGO DE ÉTICA COREN"
"Supervisor Administrativo","ROTINAS DE ENFERMAGEM E DE BLOCO CIRÚRGICO"
"Supervisor Administrativo","ROTINAS DO CIH"
"Monitor Governança","COMUNICAÇÃO"
"Monitor Governança","TOMADA DE DECISÃO/AUTONOMIA"
"Monitor Governança","CONHECIMENTO DO NEGÓCIO"
"Monitor Governança","SISTEMAS OPERACIONAIS DA ÁREA"
"Monitor Governança","GESTÃO PELA QUALIDADE"
"Monitor Governança","INFORMÁTICA (WORD, EXCEL, POWERPOINT, INTERNET)"
"Monitor Farmácia Hospitalar","TOMADA DE DECISÃO/AUTONOMIA"
"Monitor Farmácia Hospitalar","GESTÃO DE PESSOAS"
"Monitor Farmácia Hospitalar","CONHECIMENTO DO NEGÓCIO"
"Monitor Farmácia Hospitalar","SISTEMA OPERACIONAL DA ÁREA"
"Monitor Farmácia Hospitalar","DEONTOLOGIA E LEGISLAÇÃO FARMACÊUTICA"
"Monitor Farmácia Hospitalar","FARMÁCIA CLÍNICA"
"Monitor Farmácia Hospitalar","EQUIPE MULTIDISCIPLINAR DE TERAPIA NUTRICIONAL"
"Monitor Farmácia Hospitalar","CONTROLE DE INFECÇÃO HOSPITALAR"
"Monitor Farmácia Hospitalar","FARMACOLOGIA"
"Enfermeiro Auditor / Revisor Contas","NEGOCIAÇÃO"
"Enfermeiro Auditor / Revisor Contas","CAPACIDADE DE PRIORIZAÇÃO"
"Enfermeiro Auditor / Revisor Contas","CONHECIMENTO DO NEGÓCIO"
"Enfermeiro Auditor / Revisor Contas","EQUIPAMENTOS E MATERIAIS MÉDICO E HOSPITALARES"
"Enfermeiro Auditor / Revisor Contas","BRASÍNDICE/TABELAS UNIMED NORDESTE RS"
"Enfermeiro Auditor / Revisor Contas","ROTINAS DE HOSPITAIS E CLÍNICAS"
"Enfermeiro Auditor / Revisor Contas","CID - CÓDIGO INTERNACIONAL DE DOENÇAS"
"Comprador Pl","NEGOCIAÇÃO"
"Comprador Pl","CAPACIDADE DE PRIORIZAÇÃO"
"Comprador Pl","CONHECIMENTO DO NEGÓCIO"
"Comprador Pl","SISTEMA OPERACIONAL DA ÁREA"
"Comprador Pl","MATEMÁTICA FINANCEIRA"
"Comprador Pl","TÉCNICAS DE NEGOCIAÇÃO"
"Comprador Pl","CONHECIMENTO DA ÁREA DE SERVIÇOS"
"Analista Contas Pl","CONCENTRAÇÃO"
"Analista Contas Pl","VISÃO SISTÊMICA (ENTENDIMENTO DA ORGANIZAÇÃO)"
"Analista Contas Pl","CONHECIMENTO DO NEGÓCIO"
"Analista Contas Pl","MEDICAMENTOS E SUAS APLICAÇÕES"
"Analista Contas Pl","TABELAS DE REFERÊNCIA PARA PAGAMENTO DE HONORÁRIO MÉDICO (AMB, BRASÍNDICE, TUSS, CBHPM, TNUMM)"
"Analista Contas Pl","SISTEMA OPERACIONAL DA ÁREA"
"Analista Contas Pl","ROTINAS HOSPITALARES E NORMAS DE INTERCÂMBIO"
"Analista Contas Pl","ROTINAS DE OUTRAS UNIMEDS"
"Analista Contas Pl","EQUIPAMENTOS E MATERIAIS MÉDICOS E HOSPITALARES"
"Assistente Social - Hospital","INICIATIVA"
"Assistente Social - Hospital","TRABALHO EM EQUIPE"
"Assistente Social - Hospital","CONHECIMENTO DO NEGÓCIO"
"Assistente Social - Hospital","METODOLOGIA E TÉCNICAS DE GERENCIAMENTO"
"Assistente Social - Hospital","SISTEMA OPERACIONAL DA ÁREA"
"Assistente Social - Hospital","CÓDIGO DE ÉTICA SERVIÇO SOCIAL"
"Assistente Social - Hospital","CAPACIDADE ANALÍTICA"
"Assistente Social - Hospital","ATENDIMENTO AO PÚBLICO   "
"Assistente Social - Hospital","CONHECIMENTO PROFUNDO DOS PLANOS DE SAÚDE UNIMED (ANTIGOS E NOVOS)"
"Enfermeiro","COMUNICAÇÃO"
"Enfermeiro","CAPACIDADE DE PRIORIZAÇÃO"
"Enfermeiro","CONHECIMENTO DO NEGÓCIO"
"Enfermeiro","UTILIZAÇÃO DE EQUIPAMENTOS MÉDICO/CIRÚRGICOS"
"Enfermeiro","COBERTURAS CONTRATUAIS DOS PLANOS UNIMED E DEMAIS PLANOS ATENDIDOS"
"Enfermeiro","FISIOPATOLOGIA E FARMACOLOGIA"
"Enfermeiro","ROTINAS DE ENFERMAGEM E DE BLOCO CIRÚRGICO"
"Enfermeiro","CÓDIGO DE ÉTICA COREN"
"Enfermeiro","SISTEMAS OPERACIONAIS DA ÁREA"
"Enfermeiro","NORMAS E ROTINAS DE CONTROLE E PREVENÇÃO DE INFECÇÃO DO SERVIÇO UNIMED"
"Executivo Mercado Sr","FLEXIBILIDADE "
"Executivo Mercado Sr","NEGOCIAÇÃO"
"Executivo Mercado Sr","CONHECIMENTO DO NEGÓCIO"
"Executivo Mercado Sr","INFORMÁTICA"
"Executivo Mercado Sr","LEGISLAÇÃO DE PLANOS MÉDICOS"
"Executivo Mercado Sr","MERCADO DE ASSISTÊNCIA MÉDICA"
"Executivo Mercado Sr","ANÁLISE DE CUSTOS ASSISTENCIAIS MÉDICOS         "
"Executivo Mercado Sr","SISTEMA OPERACIONAL DA ÁREA"
"Bioquímico I / Biomédico","FOCO NO CLIENTE"
"Bioquímico I / Biomédico","AGILIDADE/SOLICITUDE/INICIATIVA"
"Bioquímico I / Biomédico","CONHECIMENTO DO NEGÓCIO"
"Bioquímico I / Biomédico","CONHECIMENTO DE EXAMES"
"Bioquímico I / Biomédico","CONHECIMENTO DO SISTEMA GERENCIADOR DO LABORATÓRIO"
"Bioquímico I / Biomédico","CONHECIMENTO DE EQUIPAMENTOS - MANUTENÇÃO"
"Bioquímico I / Biomédico","VISÃO EM CONTROLE DE QUALIDADE E ISO"
"Bioquímico I / Biomédico","NORMAS DE SEGURANÇA"
"Bioquímico I / Biomédico","SISTEMAS OPERACIONAIS"
"Relações Públicas Pl","PLANEJAMENTO"
"Relações Públicas Pl","NEGOCIAÇÃO"
"Relações Públicas Pl","CONHECIMENTO DO NEGÓCIO"
"Relações Públicas Pl","CONHECIMENTOS BÁSICOS DE CERIMONIAL E PROTOCOLO"
"Relações Públicas Pl","ORGANIZAÇÃO DE EVENTOS"
"Relações Públicas Pl","REDAÇÃO"
"Relações Públicas Pl","ESTRUTURA E FUNCIONAMENTO DAS DIFERENTES ÁREAS"
"Relações Públicas Pl","CONHECIMENTO DE ESTRATÉGIAS DE COMUNICAÇÃO"
"Fisioterapeuta","FOCO NO CLIENTE"
"Fisioterapeuta","AGILIDADE/SOLICITUDE/INICIATIVA"
"Fisioterapeuta","CONHECIMENTO DO NEGÓCIO"
"Fisioterapeuta","UTILIZAÇÃO DE MATERIAIS E EQUIPAMENTOS DE USO FISIOTERÁPICO"
"Fisioterapeuta","CÓDIGO DE ÉTICA DA PROFISSÃO"
"Fisioterapeuta","ERGONOMIA E LESÕES OCUPACIONAIS"
"Fisioterapeuta","CINESIOTERAPIA"
"Fisioterapeuta","MANUSEIO DE EQUIPAMENTOS E PROTOCOLOS UTILIZADOS NA ELABORAÇÃO DA ANÁLISE ERGONÔMICA DO TRABALHO"
"Fisioterapeuta","ANAMNESE E EXAME FÍSICO        "
"Assistente Social - Atenção Domiciliar","COMUNICAÇÃO"
"Assistente Social - Atenção Domiciliar","RESOLUÇÃO DE PROBLEMAS"
"Assistente Social - Atenção Domiciliar","CONHECIMENTO DO NEGÓCIO"
"Assistente Social - Atenção Domiciliar","INFORMÁTICA"
"Assistente Social - Atenção Domiciliar","CÓDIGO DE ÉTICA SERVIÇO SOCIAL"
"Assistente Social - Atenção Domiciliar","CONHECIMENTO DE TÉCNICAS DE ENTREVISTA E ACONSELHAMENTO"
"Assistente Social - Atenção Domiciliar","CONHECIMENTO DOS PLANOS DE SAÚDE (ANTIGOS E NOVOS)"
"Fonoaudiólogo","COMUNICAÇÃO"
"Fonoaudiólogo","PLANEJAMENTO"
"Fonoaudiólogo","FOCO NO CLIENTE"
"Fonoaudiólogo","COMPETÊNCIA INTERPESSOAL"
"Fonoaudiólogo","CONHECIMENTO DO NEGÓCIO"
"Fonoaudiólogo","SISTEMA OPERACIONAL DA ÁREA"
"Fonoaudiólogo","DOMÍNIO DOS EQUIPAMENTOS UTILIZADOS NOS EXAMES"
"Fonoaudiólogo","CÓDIGO DE ÉTICA DA PROFISSÃO"
"Fonoaudiólogo","POLÍTICAS, NORMAS E LEGISLAÇÕES DE SERVIÇOS DE NUTRIÇÃO E DIETÉTICA"
"Executivo Mercado Pl","FLEXIBILIDADE "
"Executivo Mercado Pl","NEGOCIAÇÃO"
"Executivo Mercado Pl","CONHECIMENTO DO NEGÓCIO"
"Executivo Mercado Pl","INFORMÁTICA"
"Executivo Mercado Pl","LEGISLAÇÃO DE PLANOS MÉDICOS"
"Executivo Mercado Pl","ANÁLISE DE CUSTOS ASSISTENCIAIS MÉDICOS         "
"Executivo Mercado Pl","PROCEDIMENTOS OPERACIONAIS DAS ÁREAS"
"Executivo Vendas","NEGOCIAÇÃO"
"Executivo Vendas","RELACIONAMENTO INTERPESSOAL"
"Executivo Vendas","CONHECIMENTO DO NEGÓCIO"
"Executivo Vendas","SISTEMA OPERACIONAL DA ÁREA"
"Executivo Vendas","CONHECIMENTO DA CONCORRÊNCIA"
"Executivo Vendas","CONHECIMENTO DE MERCADO"
"Executivo Vendas","CONHECIMENTO PROFUNDO DAS SOLUÇÕES ESPECIAIS EM SAÚDE"
"Executivo Vendas","LEGISLAÇÃO E VIGÊNCIA DA ANS"
"Analista Marketing Pl","RELACIONAMENTO INTERPESSOAL"
"Analista Marketing Pl","PLANEJAMENTO/CRIATIVIDADE"
"Analista Marketing Pl","CONHECIMENTO DO NEGÓCIO"
"Analista Marketing Pl","DOMÍNIO DOS SISTEMAS OFFICE E COREL DRAW"
"Analista Marketing Pl","PROCESSOS DE CONTRATAÇÃO DE MÍDIA E PRODUÇÃO DE MATERIAIS PROMOCIONAIS"
"Analista Marketing Pl","CONHECIMENTO DE ESTRATÉGIAS DE COMUNICAÇÃO"
"Analista Administrativo Pl","VISÃO SISTÊMICA (ENTENDIMENTO DA ORGANIZAÇÃO)"
"Analista Administrativo Pl","TOMADA DE DECISÃO/AUTONOMIA"
"Analista Administrativo Pl","ORGANIZAÇÃO"
"Analista Administrativo Pl","PROATIVIDADE"
"Analista Administrativo Pl","NEGOCIAÇÃO"
"Analista Administrativo Pl","COMUNICAÇÃO"
"Analista Administrativo Pl","CONHECIMENTO DO NEGÓCIO"
"Analista Administrativo Pl","SISTEMA OPERACIONAL DA ÁREA"
"Analista Administrativo Pl","NORMAS E PROCEDIMENTOS DO SERVIÇO"
